,SEX,AGE,y_true,y_pred
1360,2,57,0,0
1361,2,24,0,0
1362,2,24,0,0
1363,1,37,0,0
1364,1,24,0,0
1365,1,31,0,0
1366,2,31,0,0
1367,1,38,0,0
1368,2,28,0,0
1369,2,32,1,1
1370,1,36,0,0
1371,2,30,0,0
1372,1,41,0,0
1373,2,22,0,0
1374,2,26,0,0
1375,1,28,1,0
1376,2,32,0,0
1377,1,43,0,0
1378,2,25,0,0
1379,2,39,0,0
1380,1,32,0,0
1381,2,26,0,0
1382,2,27,0,0
1383,2,44,0,0
1384,2,32,0,0
1385,2,32,0,0
1386,2,43,1,0
1387,2,31,0,0
1388,2,36,0,0
1389,1,46,1,0
1390,1,34,0,0
1391,2,53,0,0
1392,1,29,0,0
1393,1,48,0,0
1394,2,34,0,0
1395,1,59,1,1
1396,2,40,0,0
1397,1,27,0,0
1398,2,38,0,0
1399,1,39,0,0
1400,2,34,0,0
1401,1,33,0,0
1402,1,48,1,0
1403,1,34,1,0
1404,2,36,0,0
1405,2,27,0,0
1406,2,27,0,0
1407,1,38,0,0
1408,2,27,0,0
1409,2,30,0,0
1410,2,28,0,0
1411,2,25,0,0
1412,1,34,0,0
1413,1,35,0,0
1414,1,24,1,0
1415,2,31,1,0
1416,2,28,0,0
1417,2,27,0,0
1418,2,36,0,0
1419,1,37,0,0
1420,2,24,0,0
1421,2,22,1,0
1422,1,37,0,0
1423,2,25,0,0
1424,1,22,1,0
1425,2,43,1,1
1426,2,37,1,0
1427,1,30,0,0
1428,1,33,0,0
1429,1,28,1,1
1430,2,27,0,0
1431,1,42,1,0
1432,1,60,0,0
1433,2,48,0,0
1434,2,47,0,0
1435,1,27,0,0
1436,1,43,0,0
1437,1,43,0,0
1438,1,42,0,0
1439,2,31,0,0
1440,1,48,0,0
1441,2,27,0,0
1442,1,28,0,0
1443,1,23,0,0
1444,2,55,1,0
1445,1,37,0,0
1446,2,25,0,0
1447,2,33,0,0
1448,1,29,0,0
1449,2,52,1,0
1450,2,60,0,0
1451,2,36,1,1
1452,1,25,0,0
1453,2,39,0,0
1454,2,44,0,0
1455,1,27,0,0
1456,1,30,0,0
1457,2,27,1,0
1458,2,65,0,0
1459,1,27,0,0
1460,1,27,0,0
1461,1,39,0,0
1462,2,39,0,0
1463,2,28,0,0
1464,2,35,0,0
1465,1,28,1,0
1466,2,36,0,0
1467,2,50,0,0
1468,2,33,0,0
1469,2,34,0,0
1470,2,25,0,0
1471,2,30,0,0
1472,1,37,1,0
1473,1,37,0,0
1474,2,26,0,0
1475,2,28,1,0
1476,1,42,0,0
1477,2,31,0,0
1478,1,40,0,0
1479,1,22,1,1
1480,2,32,0,0
1481,2,45,0,0
1482,1,52,1,0
1483,1,34,0,0
1484,2,60,0,0
1485,2,37,1,0
1486,1,27,0,0
1487,1,36,0,1
1488,2,25,0,0
1489,1,49,0,1
1490,2,32,0,0
1491,1,29,0,0
1492,2,61,1,0
1493,2,32,0,0
1494,2,30,0,0
1495,2,34,0,0
1496,1,40,1,1
1497,2,25,0,0
1498,2,36,0,0
1499,2,35,0,0
1500,2,26,0,0
1501,2,45,0,0
1502,2,40,1,0
1503,1,38,1,0
1504,1,23,0,0
1505,2,49,1,0
1506,2,30,0,0
1507,2,47,0,1
1508,2,34,1,1
1509,1,57,0,0
1510,2,24,1,0
1511,2,41,0,0
1512,2,27,0,0
1513,2,32,0,0
1514,1,41,0,0
1515,1,60,0,0
1516,2,31,0,0
1517,1,39,0,0
1518,1,29,0,0
1519,2,37,0,0
1520,2,26,0,0
1521,2,27,0,0
1522,1,33,0,0
1523,1,48,1,0
1524,2,54,0,0
1525,1,38,1,0
1526,2,27,0,0
1527,1,40,0,0
1528,2,33,0,0
1529,2,41,0,0
1530,2,44,1,1
1531,2,41,0,0
1532,2,54,0,0
1533,1,35,0,0
1534,1,45,0,1
1535,2,46,0,0
1536,1,35,0,0
1537,2,25,0,1
1538,2,28,0,0
1539,2,36,1,1
1540,1,32,0,0
1541,2,28,0,0
1542,2,39,0,0
1543,1,30,0,0
1544,1,29,0,0
1545,2,36,0,0
1546,2,42,0,0
1547,1,33,0,0
1548,1,37,0,0
1549,2,35,0,0
1550,2,33,0,0
1551,2,38,0,0
1552,1,45,0,0
1553,2,34,0,0
1554,2,40,0,0
1555,1,52,0,0
1556,1,43,0,0
1557,2,34,0,1
1558,2,51,0,0
1559,2,28,1,1
1560,2,41,0,0
1561,1,38,1,0
1562,2,69,0,0
1563,1,33,0,0
1564,1,34,0,0
1565,2,50,0,0
1566,2,37,0,0
1567,1,44,0,0
1568,2,41,1,0
1569,1,42,0,0
1570,2,28,0,0
1571,2,27,0,0
1572,1,24,0,0
1573,2,23,0,1
1574,2,33,0,0
1575,1,52,0,0
1576,1,39,1,0
1577,2,49,0,0
1578,2,22,0,0
1579,2,40,0,0
1580,1,28,0,0
1581,1,38,0,0
1582,2,60,1,1
1583,2,27,0,0
1584,1,48,1,0
1585,1,45,0,0
1586,2,26,0,0
1587,2,44,0,0
1588,1,25,0,0
1589,1,48,0,0
1590,2,39,0,0
1591,1,46,0,0
1592,1,51,1,0
1593,2,22,1,0
1594,1,48,1,1
1595,2,22,0,0
1596,1,28,0,0
1597,2,32,0,0
1598,1,34,0,0
1599,2,43,0,0
1600,2,26,0,0
1601,2,31,0,0
1602,2,26,0,0
1603,1,25,1,0
1604,1,45,1,0
1605,2,32,0,0
1606,1,31,0,0
1607,2,31,0,0
1608,1,50,0,0
1609,2,47,0,0
1610,2,38,0,0
1611,2,38,0,0
1612,2,35,0,0
1613,1,51,1,0
1614,1,42,0,0
1615,1,33,0,0
1616,1,27,0,0
1617,2,35,0,0
1618,2,31,0,0
1619,1,29,1,1
1620,1,26,1,0
1621,1,29,1,0
1622,2,32,0,0
1623,1,40,0,0
1624,2,32,0,0
1625,2,26,0,0
1626,2,34,0,0
1627,2,49,0,0
1628,2,41,0,0
1629,2,59,0,0
1630,1,25,0,0
1631,2,33,0,0
1632,2,27,0,0
1633,2,28,0,0
1634,1,35,0,0
1635,2,32,0,0
1636,2,31,0,0
1637,2,43,0,0
1638,2,41,1,0
1639,2,37,0,0
1640,2,42,0,0
1641,2,23,0,1
1642,1,25,0,0
1643,1,33,0,0
1644,2,45,0,0
1645,2,44,0,0
1646,2,29,0,0
1647,2,46,1,0
1648,1,63,0,0
1649,1,35,0,0
1650,2,24,0,0
1651,2,37,0,0
1652,2,38,0,0
1653,2,50,1,0
1654,2,45,0,0
1655,1,53,0,0
1656,1,51,1,0
1657,2,35,0,0
1658,1,33,0,0
1659,2,34,0,0
1660,1,28,0,0
1661,1,44,0,0
1662,2,38,0,0
1663,1,34,0,0
1664,1,30,0,0
1665,2,41,1,1
1666,1,29,0,0
1667,2,60,0,0
1668,2,55,0,0
1669,2,37,0,0
1670,1,26,0,0
1671,2,29,0,0
1672,1,30,0,0
1673,1,28,0,0
1674,2,28,0,0
1675,1,24,0,0
1676,2,37,0,0
1677,1,31,0,0
1678,2,36,1,0
1679,2,64,0,0
1680,2,37,0,0
1681,2,39,0,0
1682,2,38,0,0
1683,1,29,1,0
1684,2,25,0,0
1685,2,23,0,0
1686,2,40,0,0
1687,1,33,0,0
1688,2,36,0,0
1689,2,29,0,0
1690,2,32,0,0
1691,2,28,1,0
1692,1,37,1,1
1693,2,45,0,0
1694,1,39,0,0
1695,1,34,0,0
1696,1,47,0,0
1697,2,33,0,0
1698,2,37,0,0
1699,2,36,0,0
1700,2,33,0,0
1701,2,24,0,0
1702,1,29,0,0
1703,2,30,1,0
1704,1,31,0,0
1705,2,39,0,0
1706,1,25,0,0
1707,2,29,0,0
1708,2,32,0,0
1709,2,38,0,0
1710,2,32,0,0
1711,2,28,0,0
1712,2,32,0,0
1713,2,28,1,0
1714,1,24,0,0
1715,2,44,0,0
1716,2,28,0,0
1717,2,32,0,0
1718,2,40,0,0
1719,2,24,1,0
1720,2,45,0,0
1721,2,23,0,1
1722,2,30,0,0
1723,2,43,0,0
1724,1,58,0,0
1725,1,29,0,0
1726,1,46,0,0
1727,1,38,0,0
1728,2,28,1,0
1729,2,37,0,0
1730,2,30,0,0
1731,1,24,0,0
1732,1,41,0,0
1733,1,29,0,0
1734,2,52,0,0
1735,2,47,0,1
1736,1,45,0,0
1737,2,50,1,0
1738,2,27,0,0
1739,1,27,0,0
1740,1,31,0,0
1741,2,38,0,0
1742,2,28,1,0
1743,2,23,0,0
1744,2,35,1,1
1745,1,35,0,0
1746,2,34,0,0
1747,1,26,0,0
1748,1,51,0,0
1749,2,23,0,0
1750,2,37,0,0
1751,2,25,0,0
1752,1,38,1,0
1753,1,28,0,0
1754,1,50,0,0
1755,2,28,1,0
1756,1,50,0,0
1757,1,37,0,0
1758,2,24,0,0
1759,1,48,1,0
1760,2,24,0,0
1761,2,27,0,0
1762,2,39,0,0
1763,2,29,0,0
1764,1,34,0,0
1765,2,24,0,0
1766,1,44,1,0
1767,2,41,0,0
1768,1,28,0,0
1769,1,45,0,0
1770,2,46,0,0
1771,2,28,0,0
1772,1,50,0,0
1773,1,32,0,0
1774,2,32,0,0
1775,2,43,0,1
1776,2,58,0,1
1777,1,26,0,0
1778,1,28,0,0
1779,1,39,0,0
1780,1,37,1,0
1781,1,27,0,0
1782,2,38,0,0
1783,1,29,0,0
1784,1,25,0,0
1785,2,51,1,1
1786,2,26,1,0
1787,2,26,0,0
1788,1,41,0,0
1789,2,27,1,1
1790,2,34,0,0
1791,1,36,1,0
1792,1,25,0,0
1793,1,44,0,1
1794,2,58,0,0
1795,1,38,0,0
1796,2,24,1,0
1797,1,54,0,0
1798,2,52,0,0
1799,2,28,0,0
1800,2,33,0,0
1801,2,46,0,0
1802,2,56,0,0
1803,2,49,1,0
1804,1,41,1,0
1805,2,26,0,0
1806,1,48,0,0
1807,2,66,0,0
1808,2,28,0,0
1809,1,37,0,0
1810,2,23,0,0
1811,1,44,1,0
1812,1,43,0,0
1813,2,42,0,0
1814,1,41,0,0
1815,1,39,0,0
1816,2,40,0,0
1817,1,43,0,0
1818,2,26,0,0
1819,1,42,1,0
1820,2,28,0,0
1821,1,46,0,0
1822,1,37,0,0
1823,2,33,1,0
1824,1,37,0,0
1825,2,28,0,0
1826,2,49,1,0
1827,1,53,0,0
1828,2,40,0,0
1829,2,40,1,1
1830,2,35,0,0
1831,2,58,0,0
1832,2,32,1,0
1833,2,41,0,0
1834,2,29,0,0
1835,2,31,0,0
1836,2,33,0,0
1837,1,43,1,0
1838,2,39,0,0
1839,2,25,1,0
1840,2,39,0,0
1841,2,44,0,0
1842,2,30,0,0
1843,2,50,0,0
1844,1,25,0,0
1845,2,53,1,0
1846,1,31,1,0
1847,2,51,0,0
1848,1,42,0,0
1849,2,50,0,0
1850,1,31,0,0
1851,2,43,1,0
1852,2,35,0,0
1853,2,27,0,0
1854,2,35,0,0
1855,2,25,0,0
1856,1,38,0,0
1857,2,27,0,0
1858,2,36,0,0
1859,2,27,0,0
1860,2,24,0,0
1861,2,27,0,0
1862,2,38,0,0
1863,1,48,0,0
1864,2,37,0,0
1865,2,56,0,0
1866,1,31,1,1
1867,1,46,1,1
1868,1,28,0,0
1869,1,43,0,0
1870,2,40,0,0
1871,2,28,0,0
1872,1,24,0,0
1873,2,43,1,1
1874,2,37,0,0
1875,1,37,0,0
1876,2,24,0,0
1877,1,25,0,0
1878,2,34,0,0
1879,1,25,1,1
1880,2,23,1,1
1881,1,35,0,0
1882,1,34,0,0
1883,2,29,1,0
1884,2,23,0,0
1885,1,34,0,0
1886,1,28,0,0
1887,1,24,1,0
1888,2,30,0,0
1889,2,39,1,0
1890,1,47,0,0
1891,2,45,0,0
1892,2,38,0,0
1893,2,27,0,0
1894,1,29,1,0
1895,2,44,0,0
1896,2,44,0,0
1897,1,23,0,0
1898,1,28,0,0
1899,1,36,0,0
1900,1,39,0,0
1901,2,54,0,0
1902,2,30,0,0
1903,2,34,0,0
1904,2,38,0,0
1905,2,46,1,0
1906,2,50,0,0
1907,1,54,0,0
1908,2,30,0,0
1909,2,22,1,0
1910,2,26,0,0
1911,2,27,0,0
1912,1,42,0,0
1913,2,38,0,0
1914,2,40,0,0
1915,1,28,0,0
1916,2,40,0,0
1917,2,56,0,0
1918,1,35,0,0
1919,2,34,1,0
1920,2,23,1,0
1921,1,62,0,0
1922,1,32,1,0
1923,2,29,0,0
1924,2,28,1,0
1925,2,32,0,0
1926,2,24,0,0
1927,2,26,0,0
1928,1,36,0,0
1929,2,32,0,0
1930,1,27,0,0
1931,1,43,0,0
1932,2,27,0,0
1933,2,27,0,0
1934,2,46,0,0
1935,2,29,0,0
1936,1,42,0,0
1937,1,36,0,0
1938,2,27,0,0
1939,1,31,0,0
1940,2,39,1,0
1941,1,39,0,0
1942,1,44,1,1
1943,2,27,0,0
1944,1,57,0,0
1945,1,41,1,0
1946,1,31,1,0
1947,2,28,0,0
1948,1,38,0,1
1949,2,26,0,0
1950,2,36,0,0
1951,2,28,0,0
1952,2,39,0,0
1953,1,29,1,0
1954,1,22,0,0
1955,2,27,1,0
1956,1,53,0,0
1957,2,34,0,0
1958,2,23,0,0
1959,2,58,1,1
1960,1,33,1,0
1961,1,41,0,0
1962,2,48,1,0
1963,2,35,0,0
1964,2,45,0,0
1965,2,43,0,0
1966,2,27,0,0
1967,2,36,0,0
1968,1,41,0,0
1969,2,25,1,0
1970,1,57,0,0
1971,2,29,0,0
1972,2,33,0,0
1973,2,25,0,0
1974,2,70,0,1
1975,1,41,1,0
1976,2,44,0,0
1977,1,31,0,1
1978,2,50,0,0
1979,2,36,1,0
1980,1,26,0,0
1981,2,47,0,0
1982,1,37,0,0
1983,2,31,0,0
1984,2,24,0,0
1985,2,45,0,0
1986,1,27,0,0
1987,2,39,0,0
1988,1,45,1,0
1989,2,46,0,0
1990,1,47,1,0
1991,2,28,1,0
1992,2,34,0,0
1993,2,41,0,0
1994,2,26,0,0
1995,2,62,1,1
1996,2,41,0,0
1997,2,33,0,0
1998,1,50,0,0
1999,2,49,0,0
2000,2,33,0,0
2001,2,39,0,0
2002,1,33,0,0
2003,1,40,0,0
2004,1,54,0,0
2005,2,36,1,0
2006,2,27,0,0
2007,1,28,0,0
2008,1,39,1,1
2009,2,25,1,1
2010,2,32,0,0
2011,2,25,0,0
2012,2,48,1,0
2013,1,30,0,0
2014,2,29,0,0
2015,1,49,0,0
2016,1,24,0,0
2017,2,33,0,0
2018,2,31,0,0
2019,1,31,0,0
2020,2,48,0,0
2021,2,22,0,0
2022,2,30,0,0
2023,2,52,0,0
2024,1,43,0,0
2025,1,26,1,0
2026,1,54,0,0
2027,1,32,0,0
2028,1,44,0,0
2029,1,28,0,1
2030,1,46,0,0
2031,1,43,0,0
2032,2,35,0,1
2033,2,43,0,0
2034,2,23,1,0
2035,2,29,0,0
2036,2,46,0,0
2037,2,27,1,0
2038,2,24,0,0
2039,1,27,0,0
2040,1,36,1,1
2041,1,47,0,0
2042,1,44,0,0
2043,2,28,1,0
2044,2,54,0,0
2045,2,43,0,0
2046,1,26,0,0
2047,2,26,0,0
2048,2,49,1,0
2049,1,32,1,0
2050,2,44,0,0
2051,1,53,0,1
2052,1,33,0,0
2053,2,32,0,0
2054,1,31,0,0
2055,2,28,0,0
2056,2,39,1,1
2057,1,41,1,0
2058,2,23,1,0
2059,1,47,0,0
2060,1,28,1,0
2061,2,34,0,0
2062,2,29,0,0
2063,1,38,0,0
2064,1,51,0,0
2065,1,34,0,0
2066,2,38,1,0
2067,1,29,0,0
2068,1,30,0,0
2069,2,29,0,0
2070,2,48,0,0
2071,1,33,1,0
2072,2,23,1,0
2073,2,26,0,0
2074,2,39,0,0
2075,2,48,0,0
2076,2,40,0,0
2077,1,29,0,0
2078,1,47,1,0
2079,2,24,0,0
2080,1,44,0,0
2081,1,31,0,0
2082,2,24,1,0
2083,1,23,0,0
2084,2,24,0,0
2085,1,35,0,0
2086,2,29,1,0
2087,2,23,0,0
2088,2,42,0,0
2089,2,54,0,0
2090,2,35,0,0
2091,1,38,0,0
2092,2,29,0,0
2093,2,40,1,0
2094,1,39,0,0
2095,2,28,1,0
2096,2,36,0,0
2097,2,35,0,0
2098,2,38,0,0
2099,2,28,0,0
2100,2,50,1,1
2101,2,23,0,0
2102,2,40,1,0
2103,2,39,0,0
2104,2,35,0,0
2105,2,51,0,0
2106,1,33,0,0
2107,2,39,0,0
2108,1,29,0,0
2109,1,23,0,0
2110,2,38,1,1
2111,2,28,0,0
2112,2,38,0,0
2113,2,27,1,1
2114,1,34,0,0
2115,1,46,1,1
2116,1,56,0,0
2117,1,27,0,0
2118,2,29,0,0
2119,2,54,0,1
2120,2,31,0,0
2121,1,48,0,0
2122,1,55,0,0
2123,2,27,0,0
2124,2,38,0,0
2125,2,53,0,0
2126,1,33,1,0
2127,1,30,0,0
2128,1,35,0,0
2129,2,24,0,0
2130,2,33,0,0
2131,1,31,0,0
2132,2,29,0,0
2133,1,45,0,1
2134,1,29,0,0
2135,2,26,0,0
2136,1,40,0,0
2137,2,23,0,0
2138,2,51,1,0
2139,2,26,0,0
2140,2,37,0,0
2141,1,28,1,0
2142,2,53,0,0
2143,1,29,0,0
2144,2,41,1,0
2145,1,50,0,0
2146,2,45,1,0
2147,1,29,0,0
2148,2,24,0,0
2149,2,25,0,0
2150,2,28,0,0
2151,2,43,0,0
2152,2,28,1,0
2153,2,36,0,0
2154,2,36,0,0
2155,1,40,0,0
2156,2,32,0,0
2157,1,23,0,0
2158,2,24,0,0
2159,1,24,0,0
2160,1,27,0,0
2161,2,59,0,0
2162,1,33,1,0
2163,2,27,0,0
2164,2,38,0,0
2165,2,32,0,0
2166,2,56,0,0
2167,1,27,0,0
2168,2,25,1,1
2169,1,37,0,0
2170,2,49,0,0
2171,1,35,0,0
2172,2,23,1,0
2173,2,32,0,0
2174,1,40,0,0
2175,2,25,0,0
2176,1,24,1,1
2177,2,34,0,0
2178,1,31,0,0
2179,1,44,1,0
2180,1,31,0,0
2181,2,23,0,0
2182,2,30,0,0
2183,2,27,0,0
2184,1,42,0,0
2185,2,32,0,0
2186,1,55,0,0
2187,2,30,0,0
2188,2,28,0,0
2189,1,47,0,0
2190,1,24,0,0
2191,1,30,1,1
2192,2,34,0,0
2193,1,50,1,1
2194,1,46,0,0
2195,2,35,0,0
2196,2,25,0,0
2197,1,47,0,0
2198,2,29,0,0
2199,2,52,0,0
2200,1,31,0,0
2201,2,24,1,0
2202,1,29,0,0
2203,2,28,1,0
2204,2,41,0,0
2205,2,26,0,1
2206,2,28,0,0
2207,1,36,0,0
2208,2,31,0,0
2209,2,36,0,0
2210,1,36,0,0
2211,1,36,0,0
2212,2,26,0,0
2213,2,29,0,0
2214,2,45,0,0
2215,2,28,0,0
2216,1,30,0,0
2217,2,31,0,0
2218,2,22,0,0
2219,1,44,0,0
2220,2,24,0,0
2221,1,30,0,0
2222,2,29,0,0
2223,1,31,0,1
2224,2,32,0,0
2225,2,23,0,0
2226,2,29,0,0
2227,2,24,1,0
2228,2,29,0,0
2229,2,23,0,0
2230,1,39,0,0
2231,1,24,0,0
2232,1,22,0,0
2233,2,50,0,0
2234,2,31,0,0
2235,2,24,0,0
2236,2,37,0,0
2237,2,24,0,0
2238,1,27,0,0
2239,1,27,0,0
2240,2,46,1,0
2241,2,37,1,0
2242,2,46,0,0
2243,2,27,0,0
2244,2,48,1,1
2245,1,51,0,0
2246,2,30,0,0
2247,2,37,0,0
2248,2,36,1,1
2249,1,39,0,0
2250,2,38,0,0
2251,1,33,0,0
2252,2,32,0,0
2253,2,31,0,0
2254,2,30,0,0
2255,2,28,1,0
2256,2,32,0,0
2257,2,22,0,0
2258,1,33,0,0
2259,2,22,0,0
2260,2,49,0,0
2261,2,31,0,0
2262,2,31,1,1
2263,2,47,1,0
2264,2,55,1,1
2265,2,27,0,0
2266,1,40,0,0
2267,2,33,1,1
2268,2,25,0,0
2269,2,54,0,0
2270,2,42,0,0
2271,2,50,0,0
2272,2,24,1,1
2273,1,24,0,1
2274,2,32,0,0
2275,2,24,1,1
2276,2,25,1,0
2277,2,29,0,0
2278,1,38,0,0
2279,2,41,0,0
2280,2,46,0,1
2281,2,28,1,0
2282,2,32,0,0
2283,2,34,0,0
2284,2,29,0,0
2285,1,43,0,0
2286,1,44,0,0
2287,1,37,0,0
2288,1,40,0,0
2289,2,36,0,0
2290,1,46,0,0
2291,2,24,1,1
2292,2,36,0,0
2293,2,50,0,0
2294,1,26,0,0
2295,1,29,0,0
2296,2,34,0,0
2297,2,40,0,0
2298,1,39,0,0
2299,2,30,0,1
2300,2,54,0,0
2301,2,24,1,0
2302,1,28,1,0
2303,1,29,0,0
2304,2,28,0,0
2305,2,26,0,0
2306,2,49,0,0
2307,2,27,0,0
2308,2,27,0,0
2309,2,23,0,0
2310,2,31,1,0
2311,1,39,0,0
2312,2,26,1,0
2313,2,37,0,1
2314,1,41,0,0
2315,2,23,0,0
2316,1,27,1,0
2317,2,26,0,0
2318,2,29,0,0
2319,2,28,0,0
2320,1,37,0,0
2321,2,44,1,1
2322,1,23,0,0
2323,2,33,1,0
2324,1,33,0,0
2325,2,36,0,0
2326,2,32,0,0
2327,2,26,0,0
2328,1,32,0,0
2329,2,45,0,0
2330,1,23,0,0
2331,1,29,0,0
2332,1,49,0,0
2333,1,45,0,0
2334,2,23,0,0
2335,2,37,1,0
2336,2,28,1,0
2337,2,38,1,1
2338,2,30,0,0
2339,2,31,1,1
2340,2,54,1,0
2341,2,28,0,0
2342,2,41,0,0
2343,1,44,0,0
2344,1,27,0,0
2345,1,35,0,0
2346,2,43,0,0
2347,2,31,0,0
2348,2,27,1,0
2349,1,40,0,0
2350,1,58,0,0
2351,1,38,0,0
2352,2,30,0,0
2353,2,27,0,0
2354,2,55,1,1
2355,2,23,0,0
2356,1,32,0,0
2357,1,30,0,0
2358,1,26,1,0
2359,2,41,0,0
2360,2,34,0,0
2361,1,25,1,0
2362,1,35,0,0
2363,2,22,1,1
2364,1,30,0,0
2365,1,43,0,0
2366,2,34,0,0
2367,2,37,1,0
2368,1,27,0,0
2369,2,32,0,0
2370,2,53,0,0
2371,2,33,0,0
2372,2,40,0,0
2373,2,24,1,0
2374,1,37,0,0
2375,2,40,0,0
2376,1,41,0,0
2377,2,45,0,0
2378,2,30,0,0
2379,2,30,0,0
2380,2,42,0,0
2381,2,37,0,0
2382,2,28,0,0
2383,1,33,0,0
2384,1,39,0,0
2385,2,40,1,1
2386,2,28,0,0
2387,2,30,0,0
2388,2,29,1,0
2389,2,50,0,0
2390,2,30,0,0
2391,1,29,1,1
2392,2,38,0,0
2393,2,48,1,0
2394,2,62,0,0
2395,1,25,1,0
2396,2,34,0,0
2397,2,24,0,0
2398,2,26,1,1
2399,2,38,0,0
2400,2,67,0,0
2401,1,40,0,0
2402,2,25,0,0
2403,1,30,0,1
2404,2,51,0,0
2405,2,44,1,0
2406,1,57,1,0
2407,2,28,0,0
2408,2,40,0,0
2409,2,24,1,0
2410,1,62,0,0
2411,2,22,0,1
2412,2,34,0,0
2413,2,34,0,0
2414,2,36,1,0
2415,1,29,1,0
2416,2,43,0,0
2417,1,37,0,0
2418,2,26,1,1
2419,2,53,0,0
2420,2,28,0,0
2421,2,30,0,0
2422,2,25,1,0
2423,1,28,0,0
2424,2,23,0,0
2425,2,28,1,0
2426,2,55,0,0
2427,2,40,0,0
2428,2,33,0,0
2429,1,40,1,0
2430,1,42,0,0
2431,1,35,0,1
2432,2,34,0,0
2433,2,50,1,1
2434,1,38,1,1
2435,2,23,0,0
2436,2,39,0,0
2437,2,35,0,0
2438,2,24,0,0
2439,1,51,0,0
2440,1,30,1,1
2441,2,31,0,0
2442,1,35,1,0
2443,2,25,0,0
2444,1,57,0,0
2445,2,41,0,0
2446,2,37,0,0
2447,2,34,0,0
2448,1,37,1,0
2449,2,22,1,0
2450,2,23,0,0
2451,1,40,0,0
2452,2,32,0,0
2453,2,48,0,0
2454,2,27,0,1
2455,2,23,1,0
2456,1,36,1,0
2457,1,36,0,0
2458,2,26,0,0
2459,2,25,0,0
2460,1,39,0,0
2461,2,33,1,0
2462,2,47,0,0
2463,2,41,0,0
2464,1,27,1,0
2465,1,45,0,0
2466,2,41,0,0
2467,2,29,0,0
2468,2,26,0,0
2469,2,40,0,0
2470,2,27,0,0
2471,2,28,0,0
2472,1,26,0,0
2473,2,26,1,0
2474,2,32,0,0
2475,2,34,0,0
2476,2,44,0,0
2477,1,22,1,1
2478,2,30,0,0
2479,1,40,0,0
2480,1,27,0,0
2481,2,43,1,1
2482,1,26,0,0
2483,2,23,1,0
2484,2,34,0,0
2485,2,35,0,0
2486,1,49,1,1
2487,1,34,0,0
2488,2,38,0,0
2489,1,22,0,0
2490,2,37,0,0
2491,2,30,0,0
2492,1,49,0,0
2493,1,39,0,0
2494,1,39,0,0
2495,2,46,0,0
2496,1,35,0,0
2497,2,56,0,0
2498,2,27,0,0
2499,2,30,0,0
2500,2,30,0,0
2501,2,49,0,0
2502,2,28,0,0
2503,2,30,1,0
2504,1,23,0,0
2505,1,46,0,0
2506,2,54,0,0
2507,2,26,0,0
2508,2,38,1,0
2509,1,41,0,0
2510,1,34,0,0
2511,1,27,1,0
2512,2,42,0,0
2513,2,38,0,0
2514,2,28,0,0
2515,2,29,0,0
2516,1,47,0,0
2517,1,31,0,0
2518,2,30,0,0
2519,2,43,0,0
2520,2,29,1,1
2521,1,53,1,1
2522,2,33,0,0
2523,2,55,0,0
2524,2,25,1,1
2525,2,31,0,0
2526,1,28,0,0
2527,2,26,0,0
2528,1,40,0,1
2529,1,36,0,0
2530,2,32,0,0
2531,1,26,0,0
2532,1,48,0,0
2533,2,41,0,0
2534,1,45,0,0
2535,1,54,0,0
2536,2,24,0,0
2537,1,53,0,0
2538,2,34,0,0
2539,1,33,1,1
2540,2,32,0,0
2541,1,43,0,0
2542,1,48,0,0
2543,2,33,0,0
2544,2,35,0,0
2545,1,32,0,0
2546,2,30,0,0
2547,1,49,0,0
2548,2,40,0,0
2549,2,31,0,0
2550,1,30,0,0
2551,2,29,0,0
2552,2,34,0,0
2553,2,41,0,0
2554,2,26,0,0
2555,1,48,1,0
2556,2,34,1,0
2557,2,54,1,0
2558,2,49,0,0
2559,2,30,0,0
2560,1,38,1,0
2561,2,35,0,0
2562,2,33,0,0
2563,2,34,0,0
2564,1,57,0,0
2565,2,40,1,1
2566,1,42,0,0
2567,2,38,1,1
2568,1,25,1,1
2569,2,34,0,0
2570,2,31,0,0
2571,1,28,0,0
2572,1,29,0,0
2573,1,36,0,0
2574,1,48,0,0
2575,1,30,0,0
2576,1,33,0,0
2577,1,34,1,0
2578,2,22,1,0
2579,1,40,0,0
2580,1,37,0,0
2581,2,24,1,1
2582,1,31,0,0
2583,1,33,0,0
2584,2,51,1,0
2585,1,38,0,0
2586,2,31,0,0
2587,1,31,0,0
2588,2,25,0,0
2589,2,31,0,0
2590,2,35,0,0
2591,1,28,0,0
2592,1,52,0,0
2593,1,23,0,0
2594,2,40,0,0
2595,1,40,0,0
2596,2,43,0,0
2597,2,37,0,0
2598,2,27,1,0
2599,2,25,1,1
2600,1,35,0,0
2601,1,24,0,0
2602,2,23,1,0
2603,1,36,0,0
2604,2,56,0,0
2605,2,25,1,1
2606,2,29,1,0
2607,2,38,0,0
2608,2,37,0,0
2609,2,38,1,0
2610,2,47,1,0
2611,2,25,0,0
2612,2,30,1,0
2613,2,31,0,0
2614,2,26,0,0
2615,2,25,1,0
2616,2,32,0,0
2617,2,37,0,0
2618,1,29,0,0
2619,2,38,1,0
2620,1,38,0,0
2621,1,31,0,1
2622,2,35,0,1
2623,1,26,0,0
2624,1,35,0,0
2625,1,39,1,1
2626,1,48,0,0
2627,2,40,1,1
2628,2,45,0,0
2629,1,42,0,0
2630,2,39,1,0
